"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Status","Mature","Language","URL"
"36","https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Gorgc","1061235660","143910","26531","7374","774286","22548","Partner","false","English","https://www.twitch.tv/gorgc"
"37","https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CohhCarnage","1056885165","139830","29527","7558","1714648","82981","Partner","false","English","https://www.twitch.tv/cohhcarnage"
"38","https://static-cdn.jtvnw.net/jtv_user_pictures/50e4e7b2-ae1c-43dd-ae3a-243de06a9034-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","k3soju","1023633000","81390","23727","12576","666717","39309","Partner","false","English","https://www.twitch.tv/k3soju"
"39","https://static-cdn.jtvnw.net/jtv_user_pictures/9a1edcb1-7d62-48ab-b071-1ef64ab0f629-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PirateSoftware","1011690870","180315","199442","5610","872417","-291326","Partner","false","English","https://www.twitch.tv/piratesoftware"
"40","https://static-cdn.jtvnw.net/jtv_user_pictures/4d2f4f20-4dba-4866-8a41-542378cb7089-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ExtraEmily","995991180","85365","54022","11667","977501","447070","Partner","false","English","https://www.twitch.tv/extraemily"
"41","https://static-cdn.jtvnw.net/jtv_user_pictures/6d33e15c-f918-468f-9a29-f56399786532-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Pestily","968802330","135255","110199","7162","1480663","88557","Partner","false","English","https://www.twitch.tv/pestily"
"42","https://static-cdn.jtvnw.net/jtv_user_pictures/f700cd74-e74c-42a4-ba5b-18efb486eb92-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Clix","953127375","94140","80344","10124","8581081","470666","Partner","false","English","https://www.twitch.tv/clix"
"43","https://static-cdn.jtvnw.net/jtv_user_pictures/0b0601ac-1ec9-4d63-89a4-f8d3d14e6e78-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Mizkif","947626485","55950","84842","16936","2156606","26638","Partner","false","English","https://www.twitch.tv/mizkif"
"44","https://static-cdn.jtvnw.net/jtv_user_pictures/5efe32b5-32a1-43dc-805e-c63302f95bee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","angryginge13","942235875","105555","62980","8926","1586896","289752","Partner","false","English","https://www.twitch.tv/angryginge13"
"45","https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","forsen","924185925","117495","85620","7865","1784606","13134","Partner","false","English","https://www.twitch.tv/forsen"
"46","https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","loltyler1","920859705","83775","120622","10992","5496662","64325","Partner","false","English","https://www.twitch.tv/loltyler1"
"47","https://static-cdn.jtvnw.net/jtv_user_pictures/ba5e4714-b7dd-43f5-9c62-df0c91647482-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Dakillzor","913313010","286305","29439","3189","333783","52638","Partner","false","English","https://www.twitch.tv/dakillzor"
"48","https://static-cdn.jtvnw.net/jtv_user_pictures/bde8aaf5-35d4-4503-9797-842401da900f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ludwig","908046375","91785","63052","9893","3651851","309257","Partner","false","English","https://www.twitch.tv/ludwig"
"49","https://static-cdn.jtvnw.net/jtv_user_pictures/929b9591-07c5-4adb-adf0-5f0897332391-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Rainbow6","886025325","95880","159955","9241","3249894","241564","Partner","false","English","https://www.twitch.tv/rainbow6"
"50","https://static-cdn.jtvnw.net/jtv_user_pictures/ac368118-71cb-4340-be81-afa99abafdba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","QuickyBaby","866059770","136755","30778","6333","686727","41748","Partner","false","English","https://www.twitch.tv/quickybaby"
